series_name,episode_name,episode_number,episode_season,rating,total_votes,description
The Office,Branch Closing,7,3,8.5,5660,"
When Jan tells Michael that the Scranton Branch will be shutting down, Michael strives to keep his staff's spirits up. Meanwhile, everyone privately begins to envision how their lives will change in the aftermath.    "
The Office,The Merger,8,3,8.6,5873,"
Jan informs Michael that the Scanton branch of Dunder Mifflin will be merging with the Stamford Branch. Jim and Pam are reunited while the other employees of both branches must adjust to their new co-workers.    "
The Office,The Convict,9,3,8.2,5898,"
Michael learns that one of the new employees at Dunder Mifflin Scranton has a criminal record. Meanwhile, Jim helps Andy make a move on Pam.    "
The Office,A Benihana Christmas,10,3,8.7,6208,"
Trouble among the members of the party planning committee results with Pam and Karen hosting a rival Christmas party, but Michael isn't interested in celebrating after being dumped by Carol.    "
The Office,Back from Vacation,11,3,8.5,5592,"
Michael isn't supposed to let anyone know that he and Jan went on vacation together in Jamaica, but he accidentally circulates a compromising photo of them to the office via e-mail.    "
The Office,Traveling Salesmen,12,3,8.5,5627,"
Dwight does a favor for Angela to keep her from getting in trouble. Andy finds out and uses it against him to get in tighter with Michael. Now Dwight must fess up, which will reveal his relationship with Angela, or risk getting fired.    "
The Office,The Return,13,3,8.7,5894,"
Andy does the impossible--he makes everyone in the office miss Dwight, who is forced to take a job at Staples. Meanwhile, Oscar comes back to the office and Michael predictably throws a stereotypical Mexican party to celebrate.    "
The Office,Ben Franklin,14,3,7.9,5438,"
Michael asks Jim to get a male stripper for Phyllis's office bachelorette party, but he gets a Ben Franklin impersonator instead. Meanwhile, the men's bachelor party goes as planned until Michael becomes uncomfortable with the stripper.    "
The Office,Phyllis' Wedding,15,3,8,5527,"
Michael exaggerates the importance of his small role in Phyllis's wedding and makes an ass out of himself, and Pam notices that Phyllis stole all of her wedding ideas from her original wedding plans.    "
The Office,Business School,16,3,8.8,6396,"
Michael is a guest speaker for Ryan's business class, but they have a falling out after Michael finds out that Ryan spoke negatively about Dunder Mifflin. Back at the office, Dwight tries to kill a bat that he found in the ceiling.    "
The Office,Cocktails,17,3,8.3,5445,"
While Michael and Jan go to their first Dunder Mifflin outing as an official couple, the office workers left behind go out for happy hour. During happy hour, Roy finds out that Jim and Pam kissed on Casino Night.    "
The Office,The Negotiation,18,3,8.9,6221,"
Dwight saves Jim from an attack by Roy, but Dwight won't allow Jim to thank him for it. Meanwhile, Darryl asks Michael for a pay raise, and Michael discovers that he is woefully underpaid--so Michael goes to headquarters to ask for one himself.    "
The Office,Safety Training,19,3,8.6,5768,"
Andy returns to the office after weeks of anger management training, determined to make a fresh start with all the Dunder-Mifflin employees. Meanwhile, it's safety training day in the office, and Michael and Dwight are on a mission to illuminate the dangers of the workplace.    "
The Office,Product Recall,20,3,8.5,5678,"
Michael tries to be proactive during a watermark crisis, but only makes the situation worse. Meanwhile, Angela has trouble being apologetic with customers, and Andy discovers a secret about his new girlfriend.    "
The Office,Women's Appreciation,21,3,8.7,5771,"
Phyllis gets flashed in the parking lot, and Dwight goes all out to secure the premises. Michael ostensibly takes the women in the office to the mall to comfort them, but he's really doing it to get advice about breaking up with Jan.    "
The Office,Beach Games,22,3,9,6647,"
Michael uses ""beach day"" at Dunder-Mifflin to find out which employee would be his most capable replacement, just in case he receives the promotion to the New York office that he's applied for.    "
The Office,The Job,23,3,9.2,7007,"
Michael appoints Dwight as regional manager, anticipating that he will receive the job at corporate. Jim and Karen also interview for the same position. And Michael gets back together with Jan after she gets a boob job.    "
The Office,Fun Run,1,4,8.7,6410,"
Michael accidentally runs over Meridith in the parking lot, and his guilt causes him to organize a 5-K run for her. Dwight and Angela have a falling-out after he kills her cat, and Jim and Pam's relationship is discovered.    "
The Office,Dunder Mifflin Infinity,2,4,8.1,5345,"
Michael feels threatened when Ryan returns to the Scranton office to share his ideas about the future of Dunder Mifflin. Jim and Pam's relationship is shared with the entire office, while Angela and Dwight's relationship is on the rocks.    "
The Office,Launch Party,3,4,8.2,5236,"
The Dunder Mifflin Infinity website is launching and Michael is excited about going to the big launch party in New York while Angela plans a satellite party for the Scranton branch. Meanwhile, Dwight competes against the website to see who can sell the most paper in one day.    "
The Office,Money,4,4,8.5,5566,"
As Jan renovates the condo, Michael confronts his growing debt every way he can, which includes pressuring his employees for a loan. Pam and Jim spend a night out on Dwight's family beet farm, now a bed and breakfast.    "
The Office,Local Ad,5,4,8.6,5721,"
Michael tries to make a local Dunder Mifflin commercial that is better than the one the professional ad agency made for them. Meanwhile, Andy tries to confide in Dwight about his new relationship with Angela.    "
The Office,Branch Wars,6,4,8.3,5314,"
Michael and Dwight try to play a prank on Karen, who is now manager of the Utica branch, after she tries to steal Stanley from the Scranton office. Meanwhile, Pam, Toby, and Oscar start their own exclusive office book club.    "
The Office,Survivor Man,7,4,8,5143,"
After Michael isn't invited to a camping trip with Ryan, he sets out to prove that he can brave it out in the wilderness by himself. Jim, who is in charge of the office while Michael is gone, tries to change the birthday party policy.    "
The Office,The Deposition,8,4,8.6,5460,"
Michael is put in an awkward position when Jan sues Dunder Mifflin for wrongful termination and he is deposed as a witness. Meanwhile, Kelly begins smack-talking Pam after Darryl beats Jim at Ping-Pong.    "
The Office,Dinner Party,9,4,9.4,10667,"
Michael invites Jim and Pam and Andy and Angela to a couples-only dinner party, which makes Dwight very jealous. However, the only thing he's missing is a ringside seat to witness Michael and Jan's extremely dysfunctional home life.    "
The Office,Chair Model,10,4,7.8,5033,"
Kevin and Andy team up to reclaim the stolen Dunder Mifflin parking spaces, which forces them into a showdown with the other four bosses of the office park. Meanwhile, Michael becomes fascinated by a woman modeling chairs in a catalog.    "
The Office,Night Out,11,4,8.5,5267,"
Michael and Dwight go to New York to party with Ryan, who is having lots of personal and professional problems. The rest of the office employees work late, and wind up getting locked in the business park.    "
The Office,Did I Stutter?,12,4,8.1,5031,"
Michael tries to figure out how to respond to Stanley's insubordination during a meeting, and Dwight buys Andy's vehicle and immediately flips it for more money.    "
The Office,Job Fair,13,4,7.6,4831,"
Dunder Mifflin participates in a high school job fair, but few students are interested. Jim, Andy, and Kevin play a round of golf with a prospective client. Back at the office, everyone but Dwight and Angela leave for the day.    "
The Office,"Goodbye, Toby",14,4,9.2,7144,"
Michael throws an extravagant going-away party for Toby, and falls in love with the woman who is replacing him. Jim plans to propose to Pam at the party, but gets out-staged. Back at corporate, Ryan is arrested for fraud.    "
The Office,Weight Loss,1,5,8.7,5842,"
Michael tries to motivate the Scranton branch to lose weight as part of an interoffice competition. Jim is lost after Pam leaves for art school in New York, and Angela continues to see Dwight even though she is now engaged to Andy.    "
The Office,Business Ethics,2,5,8.1,4865,"
A confession at an H.R. business ethics seminar leads to a dispute between Michael and Holly over whether Meredith should be fired. Dwight tries to prove to Jim how long he can go without taking a personal break.    "
The Office,Baby Shower,3,5,7.8,4870,"
After planning an office baby shower for Jan, Michael is upset when he finds out that she had the baby without him--even though he's already been told that he's not the baby's father.    "
The Office,Crime Aid,4,5,7.9,4682,"
Michael and Holly have sex for the first time, and Michael holds a fundraiser for the office after it is burglarized. Dwight confides in Phyllis after Andy and Angela set a wedding date, and Jim runs into Pam's ex-fiancé, Roy.    "
The Office,Employee Transfer,5,5,7.9,4801,"
Holly is transferred back to New Hampshire after corporate discovers that she and Michael are dating. Dwight tries to apply to Cornell to get under Andy's skin. Jim's brothers and Pam decide to play a trick on Jim when they meet for lunch.    "
The Office,Customer Survey,6,5,8.4,5011,"
Dwight and Jim believe that something is suspicious about their low customer performance ratings. After consulting with Angela, Andy finds the perfect site for their wedding--Dwight's beet farm.    "
The Office,Business Trip,7,5,8,4700,"
David Wallace sends Michael on a business trip to Winnipeg to help him forget about Holly's transfer to Nashua, and Pam tells Jim that she failed a class and has to stay in New York City.    "
The Office,Frame Toby,8,5,8.5,5229,"
When Michael discovers that corporate has brought back Toby to replace Holly, he tries to frame him with drugs and to get him fired. Meanwhile, Pam has issues with the disgusting microwave. Finally, Jim surprises Pam by buying his parents' house.    "
The Office,The Surplus,9,5,8.6,5150,"
Michael has to spend the office surplus by they end of the day, but he can't decide between a copier or new chairs. Dwight plays a dirty trick on Angela as they prepare for Andy and Angela's wedding on the beet farm.    "
The Office,Moroccan Christmas,10,5,8.2,4843,"
Phyllis blackmails Angela into doing the work for the Christmas party, which Michael turns into an intervention after Meredith gets drunk and sets her hair on fire. Meanwhile, Dwight corners the market on a popular Christmas gift.    "
The Office,The Duel,11,5,8.6,5033,"
Moments before he leaves for New York for a meeting with David Wallace, Michael tells Andy that Angela and Dwight are seeing each other. Andy and Dwight then decide to have it out in the parking lot.    "
The Office,Prince Family Paper,12,5,7.8,4845,"
Michael's conscience gets the best of him after he and Dwight go undercover to scout a family-run competitor. Back at the office, everyone else spends the day debating whether Hilary Swank is hot.    "
The Office,Stress Relief,13,5,9.7,15007,"
Dwight's too-realistic fire alarm gives Stanley a heart attack. When he returns, Michael learns that he is the cause of Stanley's stress. To remedy the situation, he forces the office to throw a roast for him.    "
The Office,Lecture Circuit: Part 1,14,5,8,4703,"
While on lecture tour to other Dunder Mifflin branches, Michael and Pam discover that Jim's ex-girlfriend Karen is pregnant. At the office, Andy falls for a prospective client, and Jim and Dwight try to set up Kelly's birthday party.    "
The Office,Lecture Circuit: Part 2,15,5,8,4637,"
Michael and Pam go to Nashua and discover that Holly has a new boyfriend. At the office, Jim and Dwight try to come up with a theme for Kelly's birthday party, and Angela gets a new cat.    "
The Office,Blood Drive,16,5,7.8,4571,"
Michael holds a lonely hearts party on Valentine's Day at the office, hoping that he will run into a woman he met earlier that day at a blood drive. Meanwhile, Jim and Pam have an awkward lunch with Phillis and Bob Vance.    "
The Office,Golden Ticket,17,5,8.5,4998,"
Michael asks Dwight to be the scapegoat for one of his business ideas that backfired badly on him. But when that idea has an unexpected positive upside, Dwight still takes credit and Michael becomes furious.    "
The Office,New Boss,18,5,8.1,4678,"
Michael gets upset when he gets a new boss to act as a buffer between him and David Wallace, and he gets even more upset when he disbands the Party Planning Committee and cancels Michael's fifteenth anniversary party.    "
The Office,Two Weeks,19,5,8.2,4625,"
As Michael prepares to leave Dunder Mifflin, he announces that he will form his own paper company. Will anybody join him?    "
The Office,Dream Team,20,5,8.1,4632,"
Michael and Pam begin their first day as the Michael Scott Paper Company putting together the rest of the staff and trying to raise money.    "
The Office,Michael Scott Paper Company,21,5,8.6,5056,"
Tension and disillusionment begin to emerge as Michael, Pam, and Ryan move the Michael Scott Paper Company into a cramped ""workspace"" at the business park.    "
The Office,Heavy Competition,22,5,8.5,4794,"
Dwight chooses loyalty to Dunder Mifflin over loyalty to Michael, which leads to a bitter battle between Michael and Dwight over Dwight's accounts. Back at Dunder Mifflin, Jim pretends to confide in Andy.    "
The Office,Broke,23,5,9.2,6485,"
The Michael Scott Paper Company is gaining clients by offering lower prices than Dunder Mifflin, but is going broke in the process. However, Dunder Mifflin is losing clients to Michael, and is desperate to buy him out.    "
The Office,Casual Friday,24,5,8.1,4606,"
Michael returns to Dunder Mifflin and brings Ryan and Pam in as salespeople, but the existing salespeople demand that Michael return the clients they stole back to them. Meanwhile, some employees take the idea of Casual Friday too far.    "
The Office,Cafe Disco,25,5,8.7,5469,"
Michael tries to create a place to escape from work in the storage room that used to house the Michael Scott Paper Company, while Jim and Pam consider taking off and getting married that day.    "
The Office,Company Picnic,26,5,8.9,5503,"
Michael runs into Holly at the company picnic, and the two of them accidentally reveal that the Buffalo branch is closing during a comedy skit before corporate has made the announcement.    "
The Office,Gossip,1,6,8.7,5435,"
Michael regrets revealing that Stanley is having an affair, so he spreads a bunch of lies about everyone else to cover his tracks--except that one of the lies that he spread actually turns out to be true.    "
The Office,The Meeting,2,6,7.9,4425,"
Michael sabotages--then promotes--Jim's efforts at getting a promotion, while Dwight and Toby try to prove that Darryl has submitted a fraudulent medical claim.    "
The Office,The Promotion,3,6,7.8,4401,"
Jim discovers just how hard being the boss can be when David Wallace forces Michael and him to determine which employees will be getting a raise.    "
The Office,Niagara: Part 1,4,6,9.2,7751,"
The Office travels to Niagara Falls to celebrate Jim and Pam's wedding under strict orders not to mention Pam's pregnancy. Michael, Dwight, and Andy all want to hook up with guests at the wedding and Michael and Dwight meet twins.    "
The Office,Niagara: Part 2,5,6,9.4,6929,"
Pam is forced to deal with an embarrassing injury for Andy the night before her wedding, while Kevin deals with the loss of his dress shoes on the morning of the ceremony.    "
The Office,Mafia,6,6,7.5,4668,"
Michael meets with an insurance salesman that visits the office and is later convinced by Dwight and Andy that he is part of the mafia.    "
The Office,The Lover,7,6,8.5,4862,"
Jim and Pam return from their honeymoon and learn, to their horror, that Michael is dating Pam's mom. Meanwhile, Dwight gives Jim a ""gift""--which actually has a listening device attached to it.    "
The Office,Koi Pond,8,6,8,4427,"
Michael is upset when he becomes the butt of all the office jokes after he falls in a koi pond. Andy and Pam go out together on some cold calls, and everybody mistakes them as a married couple.    "
The Office,Double Date,9,6,7.9,4384,"
Michael sparks more anger from Pam when he breaks up with her mom on her birthday after he finds out she's 58, and Dwight unsuccessfully tries to get everyone in the office to owe him a favor.    "
The Office,Murder,10,6,8.6,5300,"
The entire office is preoccupied about rumors of Dunder Mifflin's bankruptcy. Michael tries to create a distraction by engaging everyone in murder-mystery game, but Jim wonders if that is a good idea.    "
The Office,Shareholder Meeting,11,6,8,4423,"
Michael speaks out of line at the Dunder Mifflin shareholders meeting and creates a big problem for management, while Jim discovers that nobody in the office thinks he's the real boss.    "
The Office,Scott's Tots,12,6,8.2,5076,"
Ten years ago, Michael promised a group of third graders he would pay for their college tuition if they graduated. Now comes time to pay, and he can't do it. At the office, Dwight's employee of the month idea gets Jim in big trouble.    "
The Office,Secret Santa,13,6,8.4,4664,"
Michael gets upset when Jim promises Phyllis that she can be the office Santa, but the office Christmas party may be overshadowed by some bad news from David Wallace.    "
The Office,The Banker,14,6,6.7,5632,"
A banker representing a potential buyer comes to the Scranton branch to interview the H.R. department before the sale goes through.    "
The Office,Sabre,15,6,7.5,4235,"
Michael hates the changes that Dunder Mifflin's new owner is implementing, so he turns to David Wallace for advice. Jim and Pam find the perfect day care center, but Jim's mistake threatens to ruin the interview.    "
The Office,Manager and Salesman,16,6,7.9,4178,"
Sabre's CEO wants the Scranton branch to have one manager, and Michael voluntarily steps down and lets Jim become the boss when he finds out that salespeople make more money. However, he soon comes to regret the decision.    "
The Office,The Delivery: Part 1,17,6,8.3,4484,"
Pam goes into labor and Jim is ready to take her to the hospital, but she refuses to go. Meanwhile, inspired by Pam and Jim's baby, Dwight and Angela try to reach a ""business agreement"" to have a baby of their own.    "
The Office,The Delivery: Part 2,18,6,8.4,4462,"
After the baby is born, Pam has trouble getting the baby to breastfeed. At the office, Michael takes credit for hooking Jim and Pam up, and tries to do the same thing for Kevin and Erin, making Andy jealous.    "
The Office,St. Patrick's Day,19,6,7.5,4115,"
It's St. Patrick's Day, and the CEO forces the office to work late because she won't leave. In addition, Michael unsuccessfully tries to suck up to his new boss, and Andy and Erin's first date is delayed because Erin is sick.    "
The Office,New Leads,20,6,7.6,4127,"
When the sales staff begins trying to boss around everyone in the office, Michael tries to teach them a lesson by withholding a valuable set of sales leads.    "
The Office,Happy Hour,21,6,8.4,4682,"
Oscar gets everybody in the office to go to Happy Hour so that he can hit on a coworker in shipping. Pam tries to set up Michael with a friend at the bar, but Michael's alter ego, ""Date Mike,"" threatens to spoil the entire evening.    "
The Office,Secretary's Day,22,6,7.7,4133,"
Michael creates problems for Andy on Secretary's Day when he tells Erin that Andy was engaged to Angela, and Kevin is upset after Oscar makes a video comparing Kevin to Cookie Monster.    "
The Office,Body Language,23,6,7.7,4127,"
Michael is hopeful that a potential client is interested in him, but everyone in the office except Pam thinks he's wasting his time. Meanwhile, Dwight recruits Kelly to apply for the Sabre minority management training program.    "
The Office,The Cover-Up,24,6,8,4182,"
Michael becomes convinced that Donna is having an affair and puts Dwight on the case, but Pam soon discovers that the suspicions may be true. Meanwhile, Darryl gets revenge on Andy for an earlier incident.    "
The Office,The Chump,25,6,7.6,3984,"
Michael continues to see Donna even after learning she's married and meeting her husband, Dwight and Angela take their baby contract to an arbitrator, and Jim and Pam struggle to stay awake at the office.    "
The Office,Whistleblower,26,6,7.8,4110,"
Jo comes to the Scranton branch to find the whistle-blower. However, three different people have confessed to Michael, Michael is protecting them, and the person most people think is the culprit is keeping his mouth shut.    "
The Office,Nepotism,1,7,8.2,4667,"
Everybody demands that Michael fire the new office assistant, but he won't because he's his nephew. Meanwhile, Pam tries to play a prank on Dwight, who has bought the office building, to make up for ruining Jim's prank.    "
The Office,Counseling,2,7,8,4280,"
Michael is forced to go through counseling with Toby, Dwight seeks revenge on a local mall that refused his business, and Pam tries to fake her way to a promotion.    "
The Office,Andy's Play,3,7,8.1,4573,"
Andy invites the entire office to watch him in the community theater production of ""Sweeney Todd,"" but Erin decides to babysit for Jim and Pam instead, and Michael is upset because he auditioned for the lead and didn't get it.    "
The Office,Sex Ed,4,7,7.7,4208,"
A herpes scare causes Michael to get back in touch with his ex-girlfriends, where he decides to reevaluate those relationships. Meanwhile, Andy tries to teach safe sex to his officemates, but he has a clear ulterior motive.    "
The Office,The Sting,5,7,7.6,4117,"
Michael organizes a sting operation to find out the secrets of a rival paper company's salesman who is stealing Dunder Mifflin's clients, and Andy gets Darryl's help to form a band.    "
The Office,Costume Contest,6,7,8,4261,"
It's Halloween at Dunder Mifflin, and Michael is upset that Darryl went over his head with an idea, and Jim and Pam are obsessed with finding out why Danny didn't call Pam back when they were dating four years ago.    "
The Office,Christening,7,7,7.2,4238,"
During Jim and Pam's daughter's christening, Michael becomes upset over the lack of family-like unity between himself and his employees. So he responds by impulsively joining a teenage church mission to Mexico.    "
The Office,Viewing Party,8,7,7.7,4200,"
Michael sabotages Erin's ""Glee"" viewing party because of his contempt for Gabe, Jim and Pam discover that Dwight can keep their daughter from crying, and Andy has a bad reaction to a mixture of wine and a Japanese stimulant.    "
The Office,WUPHF.com,9,7,7.5,4072,"
Some co-workers who invested in Ryan's Internet venture want him to sell, but Michael refuses to go along. Meanwhile, Jim loses his motivation to work when he reaches his commission cap, and Dwight creates a hay festival in the parking lot.    "
The Office,China,10,7,8,4311,"
Pam stands up to Dwight when he makes cutbacks to save money in the building, but will Dwight have the last laugh? Meanwhile, the office is surprised and energized when Michael outsmarts Oscar in a debate about China.    "
The Office,Classy Christmas,11,7,8.8,5404,"
Michael throws an elaborate Christmas party to celebrate Holly's temporary return to the Scranton branch, but is disappointed when he learns that she still has a boyfriend.    "
The Office,Ultimatum,12,7,8.1,4342,"
Michael gets upset when Holly returns from the holidays without an engagement ring, but still together with her boyfriend. Meanwhile, Pam tries to help her co-workers keep with their New Year's resolutions.    "
The Office,The Seminar,13,7,7.5,4130,"
Andy tries to host a small business seminar at the office. Michael agrees to help by posing as a Greek entrepreneur, and tries to get Holly to play along.    "
The Office,The Search,14,7,8.4,4569,"
When Jim gets an emergency phone call from Helene, he is forced to leave Michael in the bathroom of a gas station. Meanwhile, Holly, Erin, and Dwight set out on a journey to find Michael. Back at the office, Pam's artwork starts a captioning contest that seems to offend Gabe.    "
The Office,PDA,15,7,8.2,4447,"
It's Valentine's Day, and the office is fed up with Michael and Holly's PDA, Andy helps Erin solve Gabe's riddles to find her gift, and Jim and Pam get drunk and try to find a place in the office to have sex.    "
The Office,Threat Level Midnight,16,7,9.3,9162,"
Michael finally finishes his movie ""Threat Level Midnight"" and screens it for his employees at Dunder Mifflin, but Holly is less than enthusiastic for his finished product.    "
The Office,Todd Packer,17,7,7.3,4059,"
Everyone is up in arms after Michael convinces Holly to give Todd Packer an office job, and Andy gets upset after Pam gets a new computer for reception but not for him.    "
The Office,Garage Sale,18,7,9.3,7205,"
Michael plans to propose to Holly the day of the Dunder Mifflin garage sale, but Holly may have to take an extended leave of absence to Colorado because her father is sick.    "
The Office,Training Day,19,7,7.6,4187,"
Michael makes fast friends with the man coming in to replace him at Dunder Mifflin, but later begins to have second thoughts after seeing him in action.    "
The Office,Michael's Last Dundies,20,7,8.9,5964,"
Michael hosts his final ""Dundies"" as the boss at the Scranton branch, but tension is in the air, and Deangelo Vickers, the new boss, is having trouble with his co-hosting duties.    "
The Office,"Goodbye, Michael",21,7,9.8,16184,"
As the office gets ready for Michael's final day at Dunder Mifflin, Michael doesn't tell anyone that he's leaving a day early. Meanwhile, Deangelo accompanies a nervous Andy on a visit to one of Michael's old clients.    "
The Office,The Inner Circle,22,7,7.4,4191,"
Tensions rise and feelings are hurt when Deangelo creates an ""inner circle"" at the office--which is only composed of men.    "
The Office,"Dwight K. Schrute, (Acting) Manager",23,7,8.5,4542,"
When Jim rejects Jo's offer, Dwight becomes acting manager at the Scranton branch, but an accident could cause his tenure to be short-lived.    "
The Office,Search Committee,24,7,8.6,4743,"
The Scranton branch puts together a search committee to find the next boss, but the pool of interviewees proves to be less than impressive, and Dwight demands an interview in spite of his gun accident.    "
The Office,The List,1,8,7.9,4369,"
New Dunder Mifflin CEO Robert California leaves a piece of paper with a line down the middle that has names of the Scranton staff on either side of it, leading everyone to try and figure out what it means.    "
The Office,The Incentive,2,8,7.9,4162,"
Under pressure from Robert to increase branch sales, Andy offers an incentive program to the sales staff, which backfires on him when he offers a very personal grand prize.    "
The Office,Lotto,3,8,7.1,3953,"
After the entire warehouse staff wins the lottery and quits their job, Darryl becomes depressed and demands to be fired. Meanwhile, the office staff is forced to load the truck for their orders themselves.    "
The Office,Garden Party,4,8,8,4364,"
Andy claims to be throwing a garden party at Dwight's farm to impress Robert California, but he's really doing it to win the approval of his parents, who appear to favor his younger brother.    "
The Office,Spooked,5,8,7.3,3900,"
Erin is worried that she is about to get fired after she organizes a disastrous office Halloween party for Robert and his son. Meanwhile, Robert probes the minds of the employees to come up with the perfect spooky story.    "
The Office,Doomsday,6,8,7.4,3759,"
Dwight installs a ""Doomsday Device"" on the office computers that could get everyone fired if they make too many mistakes, while Gabe tries to hit on one of Darryl's warehouse employees.    "
The Office,Pam's Replacement,7,8,7.5,4026,"
A pregnant and insecure Pam tries to prove that Jim is attracted to her temp replacement, and Robert and his musician friends take over a jam session with Andy, Kevin, and Darryl.    "
The Office,Gettysburg,8,8,6.6,4015,"
Andy decides to motivate and inspire everyone by taking them on a field trip to Gettysburg. Some people in the office stay behind and Robert California asks them to come up with Dunder Mifflin/Sabre's next big idea.    "
The Office,Mrs. California,9,8,7.5,3938,"
Robert brings his wife to the office so that she can find a job, but he gives Andy conflicting messages about whether to hire her. Meanwhile, Dwight opens a gym in the building and tries to persuade Darryl to join.    "
The Office,Christmas Wishes,10,8,7.7,3846,"
Andy tries to make this year's Christmas the best ever by granting each person's holiday wishes. Meanwhile, Robert California tries to drown his sorrows at the office party.    "
The Office,Trivia,11,8,7.7,3826,"
Andy hopes to make up for a sales deficiency by entering and winning a bar trivia competition, while Dwight flies to corporate headquarters in Florida to demand a management interview with Robert.    "
The Office,Pool Party,12,8,7.9,4147,"
Robert throws a party for the Dunder Mifflin staff at his house before he sells it because of his divorce. At the party, Erin and Dwight agree to flirt with each other to make Andy jealous, and Jim tries in vain to duck out early.    "
The Office,Jury Duty,13,8,7.3,3710,"
Jim gets caught in a lie about his week of ""jury duty,"" and new questions emerge when Angela gives birth to a ""premature"" baby.    "
The Office,Special Project,14,8,7.5,3629,"
Andy puts Dwight in charge of a special project in Tallahassee, but Dwight doesn't like the team Andy's assembled for him. Meanwhile, Darryl tries to figure out the meaning of Val's Valentine's gift.    "
The Office,Tallahassee,15,8,7.6,3834,"
Dwight refuses to let appendicitis get in the way of leading his new team in Tallahassee, while Andy decides to step in for Erin as secretary in the office.    "
The Office,After Hours,16,8,7.9,3981,"
In Tallahassee, Dwight and Todd Packer try to romance Nellie to get the VP position, while Jim wonders if Kathy is trying to hit on him. Back in Scranton, Val's boyfriend shows up with a message for Darryl.    "
The Office,Test the Store,17,8,7.6,3788,"
Dwight and his team get ready for the grand opening of the Sabre Store, while Andy makes Toby teach self-defense to the Scranton branch employees after he is beat up in the parking lot by a girl.    "
The Office,Last Day in Florida,18,8,7.6,3691,"
Jim tries to warn Dwight that he's going to be fired after Robert rejects the Sabre Store idea, but he refuses to listen. Meanwhile, Darryl and Toby try to sell cookies to Kevin, and Erin tells Andy she's not coming back from Florida.    "
The Office,Get the Girl,19,8,6.3,4288,"
Andy goes to Tallahassee to tell Erin that he loves her and needs her to return to Scranton. Meanwhile, Nellie shows up in Scranton and tries to claim Andy's manager position by offering everyone raises.    "
The Office,Welcome Party,20,8,6.8,3790,"
Andy tries to break up with his girlfriend after going to Florida to declare his love for Erin, and the office employees are forced against their will to throw a party for the hated Nellie.    "
The Office,Angry Andy,21,8,6.7,4140,"
Andy and Erin return to Dunder Mifflin, only to discover that Nellie has taken his job and office and refuses to give them up. Meanwhile, Ryan becomes jealous after Pam tries to play matchmaker for Kelly.    "
The Office,Fundraiser,22,8,6.9,3640,"
Andy confronts Robert for the first time after losing the manager position and quitting his job at a fund raiser sponsored by Angela's husband.    "
The Office,Turf War,23,8,7.4,3564,"
Dwight and Jim fight with the Syracuse over a client after Robert shuts down the Binghamton branch, and Andy sees an opportunity for revenge. Meanwhile Robert tries to figure out the contents of a drunken voicemail to Nellie.    "
The Office,Free Family Portrait Studio,24,8,7.5,3726,"
With former CEO David Wallace's help, Andy launches a plan to get revenge on the Scranton branch. Meanwhile, Dwight launches his own plan to find out if he's the father of Angela's baby.    "
The Office,New Guys,1,9,7.4,3963,"
Dwight and Jim are intimidated by the office's newest additions, who are considered younger versions of themselves. Meanwhile, Andy tries to make Nellie's life miserable, and Angela tries to get rid of one of her cats.    "
The Office,Roy's Wedding,2,9,6.9,3800,"
After Roy's wedding, Jim and Pam wonder if they still have any secrets they're hiding from each other. Meanwhile, Clark tricks Erin into a ""news audition,"" and Dwight challenges Nellie's new charity initiative.    "
The Office,Andy's Ancestry,3,9,7.1,3752,"
Nellie plays a trick on Andy after researching his ancestry, Dwight teaches Erin a new language, and Pam tries to teach Nellie how to drive.    "
The Office,Work Bus,4,9,7.6,3991,"
When Jim convinces Dwight that the building is unsafe, Dwight rents a bus and sets up the office inside. Nellie asks for Andy's help in adopting a baby. Meanwhile, Jim tries to make Pam happy with some pie.    "
The Office,Here Comes Treble,5,9,6.7,3875,"
On Halloween, the Cornell a Capella group pays a visit to Andy, Dwight discovers that Nellie takes anxiety pills, and Pam disapproves of Jim's business decision.    "
The Office,The Boat,6,9,7.5,3829,"
Andy has one last chance to captain the family boat before he sells it, Jim, Pam, and Nellie prank Dwight with a radio interview, and Kevin finds out about Oscar's affair with Angela's husband.    "
The Office,The Whale,7,9,7.4,3648,"
The office trains Dwight to sell to a female client without being offensive, only to discover that the client is Jan Levinson. Angela and Oscar both think the senator is cheating on them, and Jim has trouble on an important conference call.    "
The Office,The Target,8,9,7.7,3824,"
Angela orders a hit on Oscar for cheating with her husband, the office makes a tower with their customer complaint cards, Jim wines and dines Stanley and Phyllis in exchange for a favor, and Pam begins her mural.    "
The Office,Dwight Christmas,9,9,8.2,4287,"
Dwight puts together a Pennsylvania Dutch-themed office Christmas party, but he ends it abruptly because Jim has to leave for his other job. Meanwhile, Erin seeks comfort from a co-worker after a disappointing text from Andy.    "
The Office,Lice,10,9,7.4,3790,"
Pam causes a lice outbreak but lets Meredith take the blame, Jim has a business meeting with Dr. J, and some coworkers try to get Darryl and Val back together.    "
The Office,Suit Warehouse,11,9,7.6,3721,"
Dwight and Clark pose as father and son to get an account, Darryl goes for an interview with Jim's new business, and everybody in the office goes crazy over a new espresso machine.    "
The Office,Customer Loyalty,12,9,7.6,3807,"
Dwight tries to keep Darryl from leaving Dunder Mifflin, Jim misses his daughter's recital because of an important business meeting, and Nellie is worried that Erin will dump Andy for Pete.    "
